Timestamp,Name something parents miss about their pre-baby lives,Name something new parents constantly buy,Name an event parents do not want to miss in their child's life,Name something people do to entertain a baby,Name a good toy for a new baby,Name something that's cute when a baby does it but not when an adult does it,Name a reason the baby might be crying,Name something new parents will try to do when the baby's asleep,Name a place where people hope not to have a baby sitting near them,Name a situation you don't want to be in when your water breaks,"The parents just said ""oh no!"" ...what did the baby do?","If you could go back to being a baby for a day, name something you'd enjoy the most",Name something your partner does that's just like a baby,Name something you would not want a babysitter doing on the job,"Name something a baby shouldn't touch, but might try to"
4/6/2023 0:51:48,Sleep,Diapers ,First word,Sing,Teether,Farting,Hungry ,Clean,Airplane,At work,Spit up ,No responsibility ,Whine,Sexting,Everything!
4/6/2023 0:52:38,Spontaneity ,Dispers,First steps ,Peek a boo ,Mirror ,.,Hungry ,Eat ,Airplane ,At the store ,Blow out ,Naps ,. ,Sleeping ,. 
4/6/2023 0:53:26,Spontaneous dates,Wipes,First bath,Snap,Wrist rattle,Fart,Tired,Eat,Subway,In a long line,Blowout,Sleeping in a swing,Sleep positions,Ignoring baby,Dog bowl
4/6/2023 0:54:25,Sleep ,Diapers,First step,Sing,Rubber duck,Yell,Hungry ,Eat,Airplane ,At work,Spit up,Sleeping ,Complain ,Use phone ,Money
4/6/2023 0:55:34,Dining out ,Diapers,First steps,Peek-a-boo,Rattle,Waving at strangers ,Overtired ,Sleep,Airplane ,Sitting in your new car ,Have a blowout ,Naps,Gets hangry ,Breastfeed my baby,Hot coffee cup
4/6/2023 1:00:09,Drinking,Diapers,Birthday,Sing,Rattle,Drool,Dirty diaper ,Have sex ,Airplane ,Grocery store,Threw up,Sleep,Drool,Smoking ,Electrical outlet 
4/6/2023 1:00:20,Uninterrupted sleep,Diapers,Birthdays,Peekaboo,Rattle,Farts,Hungry,Clean,Airplane,At work,Make a mess,Being held,Eats all the time,Breastfeed,Electric sockets
4/6/2023 1:00:22,Sleep,Diapers,first steps,sing,Garbage,Poop,Sleepy,Sleep,bar,work,spit up,cuddles,sleep,sleep,hair straightener
4/6/2023 1:00:58,Sleep,Diapers/nappies,First word,Peekaboo,Mobile,Fart,Hungry,clean,Airplane,In a traffic jam ,Spit up,Being rocked to sleep,Leaves a mess!,Eating all your food,Electrical socket
4/6/2023 1:03:17,Sleep,Diapers,First steps ,Sing,Rattle ,Fart,Hungry ,Sleep ,Airplane ,Sex ,Throw up ,No responsibilities ,Burp,Drinking ,Outlet 
4/6/2023 1:06:43,Sleep,Diapers,First Steps,Peak-a-Boo,Rattle,Farts,Hunger,Catch up on Laundry ,Plane,At the grocery store ,Spit up,Being held,Cries,Sleeping ,Stove
4/6/2023 1:11:24,Free time,Diapers,First steps ,Peekaboo ,Teether,Yawn,Pooped,Sleep,Airplane ,At hospital ,Spit up,Discovery ,Don't know,Not paying attention ,Everything 
4/6/2023 1:11:37,Sleep,Diapers,First steps ,Make funny noises,Rattle,Fart,Hungry,Have sex lol,Airplane,Driving,Poop explosion ,Having everything done for me,Whine,Sleeping,Flame
4/6/2023 1:12:21,Sleep,Diapers,First steps,Funny faces,Kick n play piano,Fart,Hungry,Laundry ,Airplane ,At work ,Blowout ,Cuddles,Farts,Calling her boyfriend ,Stove
4/6/2023 1:14:36,Going out with friends any time,Diapers ,Graduation ,Show toys,Rattle,Farts,Hungry,Sleep,Restaurant,Traffic,Poop,Sleep,Snore,Sleeping,Wall outlet
4/6/2023 1:15:29,Sleep/sex,Diapers,Birth/first day of school ,Noises/faces ,Floor gym ,Fart/burp,Diaper/hunger ,Clean/sex,Plane/Restaurant ,Teaching class,Spit up massively/Massive Sh*t,Sleep ,Faces ,Sleep,Inside nose 
4/6/2023 1:17:38,Sex life,Diapers,First steps,Tickle,Rattle,Farts,Dirty diaper,Sleep,Movie theatre ,At work,Fell over,Not working ,N/a,Drinking,Power cords
4/6/2023 1:20:45,Partying,Wipes,Birthdays,Sing,Rattle,Fart,Sleepy,Have sex,Airplane,At work,Poop,Sleeping,No idea,Smoking,Toliet 
4/6/2023 1:23:44,Sleep,Diapers,First Steps,Sing,Crinkle Toys,Sticks their fingers in your mouth,Hungry,Clean,Airplane,At A Restaurant,Spit Up,Sleep,Farts,Hooking Up,Heater
4/6/2023 1:24:05,Sleep,Diapers,First Steps,Peek-A-Boo,Arm and Leg Rattles,Passing Gas,Hungry,House Chores,Airplane,Driving,Blowout the diaper,Sleep,Snore,Smoking,Cutlery
4/6/2023 1:26:28,Alone time,Formula,Walking,Sing,Rattle,Drools,Hungry,Sleep,Plane,In traffic,Got in to something they weren’t supposed to,Naps,Smelly farts,Sleeping,Phone
4/6/2023 1:27:39,Sleep,Diapers,Graduation,Funny faces ,The remote ,Spit bubbles ,Hunger,Chores,Airplane ,at work ,Blowout,Sleeping ,Not sure….,Sleeping ,Fireplace
4/6/2023 1:30:47,Sleep,Diapers,Walking,Peekaboo,Rattle,Pouts,Tired,Clean,Airplane,Work,Poop,Sleep,Farts,Sleep,Outlet
4/6/2023 1:39:41,Sleep ,Formula ,First steps,Blow raspberries ,Stacking ring,Farts,Hunger,Relax,Movie theater ,Grocery shopping ,Shat on them,Being rocked,Fussy when tired,Be distracted ,Cat litter box 
4/6/2023 1:40:08,free time ,books,first steps,make faces,rattle,farts,hungry,sleep,airplane,grocery shopping ,blowout,napping all day ,stretch ,smoking weed ,candles
4/6/2023 1:45:52,"""Me"" time",Diapers,Their first steps,Make silly faces,A rattle,Toots,Hungry,Clean up,An airplane,A work meeting,Knocked something over,Riding in the baby swing,Noisy sleeper,On their phone,Electrical outlets
4/6/2023 1:48:24,Sex,Things to help baby sleep,Graduation ,Make ridiculous faces ,Moms hair,Farts,Hair wrapped around the toe,Sex,Movie theatre ,Giving a presentation,Blowout diaper,Constant snuggles,Obsessed with my boobs (lol!),My husband ,Inside of other peoples mouths
4/6/2023 1:57:51,Sleeping in,Diapers,First word,Make faces,Rattle,Fart/Pass Gas,Hungry,Sleep,Church,Stuck in traffic,Spit up,Sleeping whenever,Stretch,Smoking,Fire
4/6/2023 1:58:06,Sex,Coffee,Graduation,Tickle,Rattle ,Farts,Hungry,Sleep,Airplane,Work,Spit up ,No bills,Farts,Sleeping,Electrical socket
4/6/2023 1:59:16,Travel,Diapers,First words,Sing to them ,Rattle ,Fart,Hungry ,Sleep ,Airplane ,At the store ,Blow out ,Breastfeeding ,Whine ,Napping ,Food 
4/6/2023 2:01:05,Sex,Wipes,First steps,Sing,Rattle,Toot,Hungry,Clean,Airplane,Stuck in an elevator,Peed on them,No schedule,Arms up while sleeping,Sleeping,Cactus
4/6/2023 2:01:46,Sleep,Baby wipes,First steps,Read books,Mobile,Fart,Gassy,Sleep,Restaurant ,Traffic,Pooped out of the diaper,Nap time,Yawn,Drinking,Stove 
4/6/2023 2:02:24,Sleep,Diapers,Milestones,Peek a boo,Sensory stuffed animal,Farts,Hungry,Shower ,Airplane,Having sex,Blowout,Sleep,Wakes up grumpy,Drinking,Jewelry
4/6/2023 2:09:16,Sleep,Diapers,First steps (walking),Silly faces,Blocks,Fart (and then smile),Just because ,Sleep ,Flight,Getting a haircut,Get frustrated,Having no responsibilities ,Whine ,Drinking,Electrical outlet
4/6/2023 2:11:19,Sleep,Toys ,First steps ,Sing ,Ball,Burps,Hungry,Sleep,Movie theatre ,Stuck in traffic ,Flushed the keys ,Sleeping,Whine ,Smoking ,Outlet 
4/6/2023 2:19:50,Traveling,Diapers,First step,Dance,Rattle,Drool,Poop,Laundry,Plane ,car,Poop explosion,Napping,Tantrum,Having friends over,Stove
4/6/2023 2:28:19,Going wherever you want without bringing a baby,Baby clothes,First laugh,Tickling,Crinkle toys,Poop on themselves ,Wants to be held,Have sex,Airplanes ,During sex,Fell off the bed,Sleeping whenever I want ,Gets food all over hisself ,Smoking,Private areas
4/6/2023 2:29:53,Sleep,Diapers,First time walking,Sing,Fisher price kick n play piano,Farts,Hungry,Sleep,Plane,Grocery store,Projectile vomited,Sleep,Gets hangry ,Drugs ,Everything
4/6/2023 2:30:18,"Sleep, silence",Diapers,First word,Blow raspberries on their belly,Teether,Burps and farts,Bumped their head on the crib rails for the 10th time in the last 5 minutes ,Shower,Plane,In a cab,Banged head on the floor while turning on their back from tummy time,Not paying taxes,Screeching ,Hit my baby ,Power sockets
4/6/2023 2:30:28,sleep,diapers,first laugh,read a book,anything that spins,fart,hungry,sleep,airplane,shopping,throw up,someone carrying me everywhere,sleep,smoking,your eyeballs
4/6/2023 2:30:58,Sleep ,Coffee ,First steps ,Peekaboo ,Sophie the giraffe ,Tries to feed you their food ,Hungry ,Sleep ,Restaurant ,In traffic ,Fall,Being looked after ,Snore ,Taking baby out,Plug socket 
4/6/2023 2:31:58,Sleep,Diapers,First steps ,Sing ,Teether,Drools,Hungry,Sleep,Airplane ,In traffic ,Blew out the diaper ,No responsibility ,Whines,Texting ,The dog 
4/6/2023 2:34:03,Free time,Diapers,First steps,Patty cake,Mirror,Open mouth kisses,Hunger,Have sex,Airplane,In public,Peed during diaper change,Stroller ride,Fussy when sick,Sleeping,Knife
4/6/2023 2:42:38,Sex,Formula,Birthday,Sing,Rattle,Fart,Gas,Sleep,Airplane ,Sporting event ,Poop blow out,Sleep,Messy,Inviting their SO over,Iron
4/6/2023 2:49:30,Sleep,Diapers,First word ,Make funny faces,Parent's hair,Fart,Hungry,Sleep,Movie theater,In public,Threw up,Laughing,Sleep,Drinking alcohol ,Lit candle
4/6/2023 2:57:52,Sleeping in,Burp cloths,First steps,Funny faces,Contrast cards ,Fart,Hungry,Clean,Movie theater ,Uber,Pull the cat’s tail ,Being waited on,Farts,Drinking,Outlets
4/6/2023 3:03:37,Going out,Food for mum!,First word,Poke out tongue,Teddy bear,Sneeze,Gas,Sleep,Plane,Shopping,Nappy leak!,Being fussed over,Farts without a care in the world,Going through my things,Pull the cats tail
4/6/2023 3:06:42,Kid-free vacation,Diapers,1st birthday ,Dance,Ball,Burp,Dirty diaper ,Sleep,Airplane ,At work,Throw up ,Being carried everywhere,Eats all the time ,Drinking ,Candle
4/6/2023 3:13:30,Parties,Nappies,Birth,Funny noises,Book,Fart,Hungry,Eat,Plane,Job interview ,Poop,Cuddles ,Whinge,Drugs,Electrical plugs
4/6/2023 3:16:55,Sleep,Caffeine ,First steps,Sing,Black & white simple pictures,Rips a juicy fart,Temperature ,Sleep,Movie,Shopping,Spit up everywhere ,Sleep,Falls asleep cuddling,Only Fans,Cat/animal poop
4/6/2023 3:25:03,Sleep,Diapers,Birth,Pull faces,Remote control,Fart,Hungry,Sleep,Plane,Having sex,Throw up,Cuddles,Snore,Drugs,Fire
4/6/2023 3:28:45,Freedom,Diapers,Birthday,Sing,Book,Fart,Hungry,Sleep,Plane ,Public,Blowout ,Napping ,Make a mess,Sleeping ,Sugar
4/6/2023 3:29:27,Sleep,Diapers,First steps,Blow raspberries,Rattle,Wets themselves,Hunger,Watch tv,Aeroplane,On a road trip,Eat the pets food,Sleep,Fidgets,Getting drunk,Wine
4/6/2023 3:33:09,Freedom,Diapers,Walking,Peek-a-boo,Rattle,Burp,Hungry,Sleep,Restaurant ,Airplane,Spit up,Sleeping,Farts,Drinking,Stove
4/6/2023 3:34:06,Sleep,Diapers ,Birthday ,Peek-a-boo,Rattle ,Burp,Hungry,Chores,Restaurant ,Driving ,Blowout diaper,Napping ,Whining,On phone ,Electrical plugs
4/6/2023 3:35:45,Sleep,Nappies,First steps,Sing,Rattle,Farts,Hungry ,Clean,Airplane ,Driving,Vomited ,Sleep,Farts,Drinking,Power point 
4/6/2023 3:38:37,Sleep ,Diapers,Their wedding,Funny faces,Stuffed animal,Says fuck ,Hungry,Sleep,Airplane,Workplace,Projectile vomited@,Snuggles,Easily entertained at simple things,Bring over someone unapproved,Stove
4/6/2023 3:41:52,Sleep,Bottles,Graduation ,play peek-a-boo,Lightweight rattle ,Blows raspberries ,Poopy diaper ,Clean house ,Airplane,In an airplane,Spit up ,Snuggling in moms arms,Sleep,Drinking,N/A
4/6/2023 3:46:33,Sleep,Diapers,Birthday ,Sing,Rattle,Farts,Hungry,Sleep,Airplane ,Broken elevator ,Poop everywhere,Sleeping,Eat every 3 hours,Sleeping,Wine glasses 
4/6/2023 3:49:04,Money ,Toys ,Wedding,Sing,Teething toy,Poops their pants ,Tired ,Dishes ,At a bar,Airplane ,bit the dog ,Sleeping all day,Eats all day,Drugs,Stovetop 
4/6/2023 3:49:28,Spontaneity,Takeout,First word,Peekaboo,Rattle,Fart,Hungry,Sleep,Airplane,Office,Peed during diaper change,No responsibilities,Flails in his sleep,Drinking,Electrical outlet
4/6/2023 4:01:50,Doing nothing,Diapers,Morning baby smile,Silly faces,Mom's hair,Fart and laugh,Teeth,Eat or sleep ,Airplane,In a meeting with a client,The baby vomited all ovet moms clothes and hair,Getting fed,Sleeping with his ass up in the air ,Letting baby play with paint,Cat's a*hole
4/6/2023 4:07:40,Sleep,Diapers,First steps,Sing,Keys,Fart,Tired,Sleep,Movie theater ,At work,Blowout,Cuddles,Cry,Her boyfriend,Hot coffee
4/6/2023 4:12:17,Sleep,Diapers,Milestones,Blow raspberries,Teether ,Farting ,Hunger,Eat ,Airplane,Costco,Spit up ,No bills ,Sleeping,Sleeping,Hot coffee
4/6/2023 4:14:18,Money,Diapers,First steps,Sing,Rattle,Toot,Hungry,Clean the house,Airplane,At work,Blow out diaper,Sleep,Cuddle,On the phone,Stovetop 
4/6/2023 4:15:48,Sleep ,diapers ,The birth,TV,Rattle,blow bubbles ,hungry ,sleep,airplane ,home alone ,spit up,sleeping ,make noises in sleep ,under the influence ,poop
4/6/2023 4:19:23,Freedom,Wipes,First birthday,Bouncer,Stuffed animal,Sloppy kisses,Tired,Sleep,Restaurant ,Out of town ,Spit up ,Sleep,Eats a lot,Watching tv,Outlets
4/6/2023 4:23:15,Sleep,Baby clothes,First steps,Funny noises,Piano gym,Farting,Hungry,Sleep,Airplane,Movie theatre ,Poo'd or pee'd during a diaper change,Massages,Angry face,Hiding or lying about things ,Soiled diaper
4/6/2023 4:23:16,Vacations ,Clothes,Crawling,Dance,Teething toy,Babbles,Dirty diaper,Relax,Airplane ,In the car,Blow out,Cuddles,Whines,Watching tv,Tv remote
4/6/2023 4:23:29,Sleep,Diapers,First fart,Throw them,Teddy,Drools,Poop,Sleep,Plane,Supermarket,Poop-splosion,Being swaddled,Smelly poops,Making Onlyfans content,Poop
4/6/2023 4:32:06,Sex,Diapers ,First words ,Peek a boo,Lovey ,Fart,Hungry,Sleep ,Airplane,Giving a speech ,Blowout,Naps,Whine ,Drinking ,Stove
4/6/2023 4:33:00,Clean clothes ,Chocolate ,Drinking out of a straw,Sing,Lovevery playgym,Burp,Tired,Shower,Train,Grocery store ,Dropped the spoon ,Cuddling with mum,Burp ,Have a bath,Your eyes 
4/6/2023 4:38:25,Eating a hot meal,Diapers,First steps,Clap,Blocks,Babble,Hungry,Sleep,Restaurant ,Car,Have a blowout ,Sleep ,Whine,Smoking ,Electrical socket 
4/6/2023 4:43:50,Eating uninterrupted ,formula ,Child being born ,Baby talk/ coo back at them,Binky,Sucking their thumb ,Overtired ,Shower,Movie theater ,on vacation ,Spit up ,Sleeping most of the day,Gets grumpy when overtired ,Stick and poke tattoos with the children ,Parents phone
4/6/2023 4:44:25,Sleep,Nappies,Baptism,Peekaboo,Rattle,Farting,Hungry,Shower,Aeroplane,In church,Poo explosion,Cuddling,Farts a lot,Drinking,Bins
4/6/2023 4:46:04,Time together,Wipes!,Their first birthday ,Shake rattles,Black + White flash cards,Fart,Hungry,Sleep!,Aeroplane ,In the middle of sex,Poop explosion!,Chilling and sleeping all day,Poop like there’s no tomorrow ,Breaking down,Remotes
4/6/2023 4:46:47,Sleep,Wipes,First steps,Peek a boo,Rattle,Fart,Hungry,Sleep,Bus,Rush hour traffic,Fall down,Sleep,Sleep,Sleeping,Electrical outlet
4/6/2023 4:52:56,freedom,Wipes,First steps,Peek-a-boo,Rattle ,Fart,Gas,Housework/Chores,Airplane,Work,Diaper exploded,Naps,Fart,Smoking/vaping,Oven
4/6/2023 4:53:08,Sex,Wipes,First steps,Sing,Board book,Fart,Hungry,Sleep,Airplane,Skiing,Vomit,Snuggles,Farts,Drugs,Coffee
4/6/2023 5:05:52,Restaurants,Nappies,Birthdays,Make silly faces,Space blanket,Straining ,Teething,Sleep,Airplane,Driving ,Spit up,Sleeping all day,Whinges ,Smoking,Other people's boobs 
4/6/2023 5:05:56,Sleep,Diapers,Graduation ,Peekaboo,Teether,Farts,Gas,Laundry,Plane,Stuck in traffic ,Blowout ,Naps,Gets overtired ,Sleeping,Everything
4/6/2023 5:14:49,Sleep,Diapers,Birthday,Make funny faces,Rattle,Farts,Hungry,Eat,Plane,Far away from the hospital,Pooped everywhere,So much sleep,Farts,Drinking,Wires
4/6/2023 5:16:10,Sleep,Diapers,First steps,Sing,Boobs,Farting,Hunger,Everything,Plane,Plane,Number 3 (poosplosion),Sleep,Cried while pooping,Sleeping,Food
4/6/2023 5:16:40,Sleeping in,Diapers,First steps,Make noises,Rubber duck,Fart ,Hungry,Shower,Movie theater,At work,Threw up,Napping ,Sleep,Drinking,Outlets
4/6/2023 5:19:58,spontaneity,clothes,first steps,talk,stuffed bear with rattle inside,fart,needs to fart,sleep,airplane,at work,threw up,being held,fart,drinking,outlets
4/6/2023 5:20:10,Sleep,Clothes,First steps,Make faces,Rattle,Laughs in their sleep ,Wet diaper ,Sex ,Airplane ,Public transportation ,Blow out ,Being held ,Complain ,Drugs,Outlets 
4/6/2023 5:22:46,Sleep,Diapers,First steps,Tickle,Books,Farts,Hungry,Housework ,Plane,On vacation ,Fall down,Being carried,Farts,Drinking,Stove
4/6/2023 5:45:03,Sleep,Diapers,First steps,Sing,Play gym,Fart,Hungry,Sleep,Airplane,Driving,Got into something shouldnt,Cuddles,Whine,Having people over,Stove
4/6/2023 5:54:02,Sleep,Snacks,First laugh,Sing,light,Sleep,Tired,Clean,Restaurant,Snow storm,Spit up,Cuddles ,Fart,Sex,Dog
4/6/2023 5:59:09,Sleep,Diapers,Wedding,Talk,Black and white cards,Babble,Hungry,Rock,Restaurant,Store,Blowout ,Sleeping all day,Fart,Smoke,Hot plate
4/6/2023 6:00:39,Sleep ,Diapers ,First word ,Tickle ,Rattle ,Spit bubbles ,Hungry,Sleep ,Airplane,Flying,Poop explosion,Carried around,Man flu ,Smoke,Electrical plug
4/6/2023 6:09:35,Sex,Formula,First steps,Sing ,Teether ,Poop,Tired,Laundry,Dinner,Shopping,Drop something,Cuddling,Sleep ,Drink,My glasses
4/6/2023 6:14:31,Alone time,Diapers,First steps,Read books,Rattle,Poop face,Hungry,Sleep,Airplane,Work,Pooped,Sleeping a lot,Sleeps a lot,Smoking,Outlets
4/6/2023 6:15:45,Free time,Diapers,Graduation,Dance,Rattle,Fart/shart,Tired,Clean,Airplane,On the highway,Peed on changing table,Sleep,Cries,Drinking,Stove 
4/6/2023 6:18:04,sleep,diapers,riding a bike,sing,rattle,farts,hungry,clean,toilet,movie theater,pooped,being cuddled,tell you theyre hungry,smoking,my drink
4/6/2023 6:31:00,Sleep,Diapers ,First laugh,Dance ,Rattle,Fart,Gas,Sleep,Plane,Work,Blowout,Eating whenever I want,Fart,Sleep,Glasses
4/6/2023 6:33:29,Sleeping late,Diapers,First steps,Sing ,Sophie,Fart,Hungry ,Have sex,Plane,Out to eat,Diaper blow out,Sleeping,Burp,Boyfriend/girlfriend over,Dogs tail
4/6/2023 6:37:44,Alone time,Diapers,Birth,Sing,Ring stack,Fart,Hungry,Sleep,Airplane,Vacation,Blowout,Naptime,hungry all the time,Sleeping,Stove
4/6/2023 6:38:07,Being able to just leave the house without thinking about anything ,Diapers,First steps,Read books,Contrast cards,Farts,Hungry,Laundry,Airplane,Having sex,Blow out,Sleeping 18 hours ,Farts all day,Drinking ,Stove
4/6/2023 6:40:55,Spontaneity ,Diapers ,Birthdays,Sing,Teething rings,Eye contact while grunting and pooping themselves ,They are hungry,Sleep,Air plane,In a restaurant ,Put their foot in poopy diaper while trying to change them.,Sleeping,Farts,Smoking ,Electrical sockets
4/6/2023 6:42:56,Spontaneity,Clothes,First word,Sing,Teething rings,Burps,Tired,Clean,Restaurant,Traveling,Throw food,Napping,Nap,Drugs,Knives
4/6/2023 6:45:11,Money,Diapers,First steps,Make funny faces,Rattle,Throw things,Hungry,Clean,Airplane,At work,Pooped,No responsibilities/chores to do,Cries,Being on phone ,TV
4/6/2023 6:45:12,Sleep ,Coffee,Talking ,Sing,Kick’n’play piano,Poop ,Hungry,Sleep,Airplane,Sex,Spit up ,Sleep,Sleep,Sleep,Dads nipples 
4/6/2023 6:45:16,Sleep,Diapers,First steps,Sing,Rattle,Fart,Hungry ,Sleep,Airplane ,At the store ,Blow out diaper,Being swaddled,Yawns,Sleeping ,Stove 
4/6/2023 6:45:54,Sleep,Diapers,Wedding,Play peekaboo,Rattle,Pass gas,Hungry,Sleep,Airplane,Working,Poop,Sleeping,Obsessed with my boobs,Leaving,Everything
4/6/2023 6:51:10,Sleeping in ,Diapers ,First steps ,Clap,O-ball,Farting,Tired ,Sleep ,Airplane ,Shopping ,Ate something ,Sleep,Giggle ,Sleeping ,Everything 
4/6/2023 6:56:30,Quiet,Diapers,First steps,Make faces,Car keys,Farts,Hungry,Sleep,Public transport,Having sex,Poopsplosion,People watching,Complains,Sleeping,Plug
4/6/2023 6:57:09,Sleeping in,Diapers,First word,Peek-a-boo,Rattle,Yawn,Dirty diaper,Make a sibling,Airplane,At work,Fall off the couch,Sleeping,Tantrum,On their phone,Stove
4/6/2023 6:58:02,Sleeping,Clothes,First word,Make faces,Rattle,Farts,Hungry,Housework,Airplane,Shopping,Pooped pants,Cuddles,Whines,Smoking,Candle
4/6/2023 7:00:12,Sleep,Wipes,Birthday,Baby talk,Rattle ,Farts,Gas,Keep quiet,Plane,Shopping,Poop explosion,Food on demand,Pulls faces,Sleeping,Hot drinks
4/6/2023 7:03:50,Sleep,Diapers,First steps,Silly faces,Rattle,Babbling,Hungry,Clean up,Movie theater,At a wedding,Fell over,Naptime,Burp loudly,Sleeping,Outlet
4/6/2023 7:04:07,Sleep,Diapers ,First words ,Sing,Rattle,Fart,Hungry,Sleep,Airplane ,Shopping ,Diaper blowout,Napping,Cry,Having guests over ,Stove
4/6/2023 7:04:11,Sleep,Diapers ,First steps,Make funny faces at them,Floor gym,Pass gas,Hungry,Eat a decent meal,Airplane ,At work/working ,Spit up,Contact naps ,Passes gas ,Sleeping ,The stove 
4/6/2023 7:05:24,Freedom,Diapers ,First steps ,Sing,Rattle,Farts,They’re awake ,Sleep,Airplane,Flying,Blowout,Sleeping,Sleeps,Drinking,Pets
4/6/2023 7:07:36,Sleep ,Bigger clothes ,First word,Peekaboo ,Rattle ,Fart,Hungry,Shower,Plane,At work,Poopsplosion,Naps,Be needy,Napping ,Smartphone 
4/6/2023 7:12:53,Sleep,Diapers,First steps ,Baby talk ,Kick piano ,Drools ,Hungry ,Watch tv ,Airplane ,Working ,Roll off their play mat ,Sleep ,Gets fussy when hungry ,Smoking pot ,Electrical sockets 
4/6/2023 7:15:54,Sleep,Diapers,First steps ,Sing,O-balls,Fart,Hungry ,Clean,Airplane,Working,Spit up,Naps,Farts,Sleeping,Oven 
4/6/2023 7:17:45,Sleep,Clothes ,First steps,Sing,Rattle ,Burps,Tired,Sleep ,Restaurant ,At the store,Poop,Naps,Farts,Sleeping,Outlet
4/6/2023 7:22:37,Sleeping in,Take out ,First steps ,Baby talk ,Rattle,Big fart,Tired ,Sleep 🤪,Restaurant ,Meeting with your boss ,Blow out ,Sleep so much sleep,Gets hangry,Inviting people over ,Electric cords
4/6/2023 7:22:50,Sleep,Wet wipes,First steps,Play pick a boo,Mom,Farting,Hunger,Shower,Airplanes ,Rollercoaster ,Blow out diper,Sleeping,Belly laugh,Drugs,A dirty diper
4/6/2023 7:26:18,Sleep,Nappies,First laugh,Make funny noises,Play mat,Fart,Tired,Eat,Airplane,In the supermarket,Puke,Getting rocked to sleep,Fart,Drinking alcohol,Everything
4/6/2023 7:27:32,Sleep,Wipes,First word,Singcto them,Mirror,Fart,Hungry,Clean,Plane,Working!,A blowout,Be cuddled,Fart,Having a guest over ,A hot drink
4/6/2023 7:29:59,Sleep,Coffee,Birthday ,Sing a song ,Play mat ,Farts,Hungry,Clean,Movie theater,Flying ,Spit up ,Naps,Sleeps,Having sex,Outlet 
4/6/2023 7:31:20,Sleep,Diapers,The birth!,Sing,Pacifier ,Pees in the air ,Hungry ,Sleep,Airplane ,On launchpad for first manned mission to mars,Blowout ,Being carried and pushed around all day ,General zest for life ,Smoking ,Electrical outlet 
4/6/2023 7:33:01,Staying in bed all day ,Medical advice ,Walking ,Sing,Light wand,Blow raspberries ,Hungry,Shower,Airplane ,Presenting to a client ,Poonami aka really huge poo blowout ,Bath time ,Tantrums ,Drinking ,Stove
4/6/2023 7:33:27,Going out,Wipes,First words,Screen time,Rattle,Raspberry,Diaper is wet ,Rock baby,Movie theater,In public,Poop,No bills ,Snore,Smoking,Poop
4/6/2023 7:33:40,sleep,diapers,first steps,peekaboo ,something that has lights and sound,giant burp after a meal,hungry ,also sleep,a movie,airplane,have a blowout ,sleeping,try to grab boobies,smoke weed,power outlet 
4/6/2023 7:33:57,Sleep and sex,Formula ,First step,Funny faces,Teethers,Grunts when they are getting ready to poop,Gas,Sex,Airplane ,Having sex,Had a blowout ,Sleepinf,Poops constantly ,Smoking ,Power cords
4/6/2023 7:38:40,Sleep,Diapers,First steps,Peek a boo,Rattle,Fart,Hunger,Chores,Airplane,Shopping,Spit up,The naps,Whine,Drinking alcohol ,Light socket 
4/6/2023 7:41:07,Sleep,Diapers,First steps,Peek a boo,Rattle,Farts,Hungry,Sleep ,Bar,On carpet,Ate something,Doing nothing,Needs sleep ,Drinking,Oven?
4/6/2023 7:41:40,Sleeping in,Diapers,First steps,Build towers,Teether,Gets food all over their face,Hungry,Shower,Restaurant,Working,Spit up,Being carried around,Stinks,Letting baby play with unsafe things,Their poopy genitals at diaper change
4/6/2023 7:52:19,Date nights,Diapers,First steps,Baby talk,Mobile ,Fart on you,Hungry ,Sleep,Nice restaurant ,At work,Spit up,Being held,Fall asleep during the day,Drinking alcohol ,The fireplace 
4/6/2023 7:52:52,Going out to eat ,Diapers ,Birthdays ,Sing ,Bubble gum tree playmat ,Farts ,Hungry ,Eat,Wedding,Out to eat ,Poop out their diaper ,Sleeping when I want,Farts,Sleeping ,Glass of wine 
4/6/2023 7:58:54,Sleep,Diapers,Graduation,Tickle them,Floor mat,Fart,Hungry,Sleep,Restaurant ,At work,Poop,Being carefree,Eat all the time!,Ignoring baby,Fire
4/6/2023 8:00:44,Sleep,Time,Birth,Sing,They dont need them really,Shits pants,Wet diaper,Sex,Bar,Dunno,Put something in their mouth ,Sleeping ,Cries,Sleeping,Stove
4/6/2023 8:01:16,Being spontaneous,Nappies/Diapers ,Graduation,Sing songs,Sophie the giraffe,Fart,Gas,Sleep,On a train,At work,Peed on themselves,Being carried everywhere,Sleep in awkward positions,Ignoring the child,The dogs tail
4/6/2023 8:03:47,eating out,wipes,birthday,sing,rattle,farts,hungry,scroll their phone,airplane,grocery shopping,fell over,boobs,needs to be fed,getting high,fire
4/6/2023 8:07:01,Sleeping,Diapers,Birthday,Dance,Rattle,Burp,Hungry,Sleep,Airplane,Workout class,Blowout,Sleeping,Throws up after drinking too much,Smoking,Stove
4/6/2023 8:11:00,Sex,Take out,First steps,Peek-a-boo,Rattle,Farts,Wet diaper,Sleep,Restaurant,Sleeping,Pooped,Sleeping,Needs attention,Making out with boyfriend ,Pet
4/6/2023 8:11:27,Sex,Baby gadgets,Birth,Sing,Rattle,Poops their pants,Hunger,Sleep,DMV line,At work,Get into something,Sleeping whenever,Cries,Smoking meth,Knife
